true_distance_m,base_quantized_y_px,pixel_offset_px,observed_y_px,estimated_distance_m,signed_error_m,absolute_error_m,relative_error_pct
2.8000000000000016,315.0,-2,313.0,2.8389123183635725,0.0389123183635709,0.0389123183635709,1.389725655841817
2.8000000000000016,315.0,-1,314.0,2.818624599577239,0.01862459957723761,0.01862459957723761,0.6651642706156286
2.8000000000000016,315.0,0,315.0,2.798589303915903,-0.001410696084098717,0.001410696084098717,0.050382003003525584
2.8000000000000016,315.0,1,316.0,2.7788017494712074,-0.021198250528794205,0.021198250528794205,0.757080376028364
2.8000000000000016,315.0,2,317.0,2.7592573694091684,-0.04074263059083316,0.04074263059083316,1.455093949672612
2.8000000000000016,315.0,5,320.0,2.702039260394133,-0.0979607396058686,0.0979607396058686,3.4985978430667335
2.8500000000000014,312.0,-5,307.0,2.966217152206057,0.11621715220605555,0.11621715220605555,4.077794814247561
2.8500000000000014,312.0,-2,310.0,2.901338636252975,0.051338636252973746,0.051338636252973746,1.8013556579990777
2.8500000000000014,312.0,-1,311.0,2.880264350341173,0.030264350341171475,0.030264350341171475,1.061907029514788
2.8500000000000014,312.0,0,312.0,2.859457260905135,0.009457260905133769,0.009457260905133769,0.33183371596960576
2.8500000000000014,312.0,1,313.0,2.8389123183635725,-0.011087681636428925,0.011087681636428925,0.38904146092733055
2.8500000000000014,312.0,2,314.0,2.818624599577239,-0.03137540042276221,0.03137540042276221,1.1008912429039368
2.8500000000000014,312.0,5,317.0,2.7592573694091684,-0.09074263059083298,0.09074263059083298,3.1839519505555423
2.9000000000000012,310.0,-5,305.0,3.010904127673106,0.11090412767310465,0.11090412767310465,3.824280264589814
2.9000000000000012,310.0,-2,308.0,2.9443096527118753,0.04430965271187404,0.04430965271187404,1.5279190590301386
2.9000000000000012,310.0,-1,309.0,2.922685298749407,0.022685298749405725,0.022685298749405725,0.7822516810139901
2.9000000000000012,310.0,0,310.0,2.901338636252975,0.0013386362529739237,0.0013386362529739237,0.046159870792204245
2.9000000000000012,310.0,1,311.0,2.880264350341173,-0.019735649658828347,0.019735649658828347,0.6805396434078738
2.9000000000000012,310.0,2,312.0,2.859457260905135,-0.040542739094866054,0.040542739094866054,1.3980254860298633
2.9000000000000012,310.0,5,315.0,2.798589303915903,-0.10141069608409836,0.10141069608409836,3.49692055462408
2.9500000000000015,308.0,-5,303.0,3.056792820267693,0.10679282026769155,0.10679282026769155,3.620095602294627
2.9500000000000015,308.0,-2,306.0,2.9884133950680556,0.03841339506805408,0.03841339506805408,1.3021489853577646
2.9500000000000015,308.0,-1,307.0,2.966217152206057,0.016217152206055463,0.016217152206055463,0.5497339730866256
2.9500000000000015,308.0,0,308.0,2.9443096527118753,-0.00569034728812623,0.00569034728812623,0.19289312841105855
2.9500000000000015,308.0,1,309.0,2.922685298749407,-0.027314701250594542,0.027314701250594542,0.9259220762913399
